nom_mpio,NOM_VEREDA,NOM_BARRIO,Count of SISBENIV_PT
MADRID,SIN VEREDA,URBANIZACION TARENTO,21
MANTA,BERMEJAL,SIN BARRIO,325
MANTA,CABRERA,SIN BARRIO,231
MANTA,CENTRO,CHAPINERO,84
MANTA,CENTRO,CONDOMINIO LAS BRISAS,15
MANTA,CENTRO,SIN BARRIO,14
MANTA,CENTRO,VILLA ESPERANZA,18
MANTA,MADRID,SIN BARRIO,117
MANTA,PEÑAS,SIN BARRIO,231
MEDINA,BAJOS DEL HUMEA,SIN BARRIO,12
MEDINA,FATIMA,SIN BARRIO,49
MEDINA,GUARUPAYA,SIN BARRIO,50
MEDINA,MIRALINDO,SIN BARRIO,27
MEDINA,SAN ANTONIO,SIN BARRIO,9
MEDINA,SAN ANTONIO BAJO,SIN BARRIO,15
MEDINA,SAN CRISTOBAL BAJO,SIN BARRIO,43
MEDINA,SAN FRANCISCO,SIN BARRIO,13
MEDINA,SAN JUAN DE LOS REYES,SIN BARRIO,35
MEDINA,SAN LUIS DEL RETIRO,SIN BARRIO,59
MEDINA,SANTA TERESITA,SIN BARRIO,31
MEDINA,SIN VEREDA,BARRIO_S4,44
MEDINA,SIN VEREDA,LA MANGUITA,366
LA PALMA,RIO ARRIBA,BARRIO_S4,82
LA PALMA,SIN VEREDA,BARRIO_S4,329
LA PALMA,SIN VEREDA,CENTRO,141
LA PALMA,SIN VEREDA,DANUBIO,105
LA PALMA,SIN VEREDA,EL ALTO,297
LA PALMA,SIN VEREDA,GALERIAS,10
LA PALMA,SIN VEREDA,LA CABAÑA,179
LA PALMA,SIN VEREDA,MARIA AUXILIADORA,124
LA PALMA,VEREDA_S4,BARRIO_S4,330
LA PEÑA,AGUA BLANCA,BARRIO_S4,171
LA PEÑA,AMARGOSA,BARRIO_S4,228
LA PEÑA,LAGUNAS,BARRIO_S4,287
LA PEÑA,MESA DE AGUA BLANCA,BARRIO_S4,120
LA PEÑA,MINIPI,BARRIO_S4,238
LA PEÑA,RIONEGRO,BARRIO_S4,59
LA PEÑA,SIN VEREDA,CENTRO URBANO,836
LA VEGA,CACAHUAL,BARRIO_S4,154
LA VEGA,EL CHUSCAL,BARRIO_S4,127
LA VEGA,EL CURAL,BARRIO_S4,572
LA VEGA,EL ROBLE,BARRIO_S4,115
LA VEGA,LA ALIANZA,BARRIO_S4,537
LA VEGA,LA ESMERALDA,BARRIO_S4,7
LA VEGA,LAURELES,BARRIO_S4,316
LA VEGA,SAN ANTONIO,BARRIO_S4,281
LA VEGA,SIN VEREDA,CHAPINERO,108
LA VEGA,SIN VEREDA,DIVINO NIÑO,266
LA VEGA,SIN VEREDA,EL COLEGIO,87
LA VEGA,SIN VEREDA,LA JUANITA,190
LA VEGA,SIN VEREDA,MARIA PAZ GAVIRIA ,129
LENGUAZAQUE,EL SALTO,BARRIO_S4,263
LENGUAZAQUE,ESPINAL ALIZAL,BARRIO_S4,3
LENGUAZAQUE,ESTANCIA CONTENTO,BARRIO_S4,182
LENGUAZAQUE,FARACIA RETAMO,BARRIO_S4,604
LENGUAZAQUE,LA CUBA,BARRIO_S4,340
LENGUAZAQUE,RESGUARDO,BARRIO_S4,914
LENGUAZAQUE,SIATAMA,BARRIO_S4,82
LENGUAZAQUE,SIN VEREDA,20 DE JULIO,443
LENGUAZAQUE,SIN VEREDA,CENTRO,398
MACHETÁ,GAZUCA ALTO,SIN BARRIO,47
MACHETÁ,GAZUCA BAJO,SIN BARRIO,268
MACHETÁ,MULATA ALTO,SIN BARRIO,124
MACHETÁ,RESGUARDO ALTO,SIN BARRIO,423
MACHETÁ,RESGUARDO BAJO,SIN BARRIO,86
MACHETÁ,SAN ISIDRO BAJO,SIN BARRIO,33
MACHETÁ,SAN MARTIN,SIN BARRIO,38
MACHETÁ,SOLANA,SIN BARRIO,307
MADRID,EL CORZO,BARRIO_S4,147
MADRID,LA CUESTA,BARRIO_S4,107
MADRID,LA ESTANCIA,BARRIO_S4,117
MADRID,LA PUNTA,BARRIO_S4,226
MADRID,MOYANO,BARRIO_S4,69
MADRID,PUENTE DE PIEDRA,BARRIO_S4,269
MADRID,SIN VEREDA,ALCAPARRO,792
MADRID,SIN VEREDA,AMPARITO,411
MADRID,SIN VEREDA,BARRANQUILLITA,263
MADRID,SIN VEREDA,BOSQUES DE MADRID,494
MADRID,SIN VEREDA,CONJUNTO VILLAS DE MADRID,7
MADRID,SIN VEREDA,CORTIJO LAS PALMAS,1020
MADRID,SIN VEREDA,EL PORVENIR,389
MADRID,SIN VEREDA,EL PROGRESO,6
MADRID,SIN VEREDA,EL TRIUNFO,403
MADRID,SIN VEREDA,GABRIEL ECHAVARRIA,819
MADRID,SIN VEREDA,HACIENDA ALCAPARROS,958
MADRID,SIN VEREDA,LA ESPERANZA,347
MADRID,SIN VEREDA,LA MAGNOLIA,1153
MADRID,SIN VEREDA,LORETO I,103
MADRID,SIN VEREDA,LUSITANIA,328
MADRID,SIN VEREDA,MIGUEL VELASQUEZ,334
MADRID,SIN VEREDA,ORQUIDEAS,469
MADRID,SIN VEREDA,PRIMERO DE MAYO,786
MADRID,SIN VEREDA,PROVIC,181
MADRID,SIN VEREDA,SANTA GRACIELA,137
MADRID,SIN VEREDA,ZARAGOZA,1137
MADRID,VALLE DEL ABRA,BARRIO_S4,191
MANTA,PALMAR ABAJO,SIN BARRIO,85
MEDINA,ANDES,SIN BARRIO,35
MEDINA,BUENOS AIRES,SIN BARRIO,28
MEDINA,CARMEN DE LA SERRANIA,SIN BARRIO,16
MEDINA,CHOAPAL,SIN BARRIO,284
MEDINA,CHORRERANO,SIN BARRIO,9
MEDINA,EL MADURO,SIN BARRIO,93
MEDINA,EL VAINILLO,SIN BARRIO,6
MEDINA,GRAMALOTE,SIN BARRIO,171
MEDINA,LA ESPERANZA,SIN BARRIO,1
MEDINA,LA ZARZA,SIN BARRIO,112
MEDINA,MESA NEGRA,SIN BARRIO,5
MEDINA,PALOMAS DE VILLANUEVA,SIN BARRIO,79
MEDINA,PERIQUITO,SIN BARRIO,153
MEDINA,SAN FERNANDO,SIN BARRIO,13
LA PALMA,AMOCOCO,BARRIO_S4,38
LA PALMA,CAÑAS VERDES,BARRIO_S4,14
LA PALMA,EL HATO,BARRIO_S4,162
LA PALMA,HOYA DE TUDELA,BARRIO_S4,186
LA PALMA,IZAMA,BARRIO_S4,194
LA PALMA,LA MONTAÑA,BARRIO_S4,119
LA PALMA,LLANO GRANDE,BARRIO_S4,30
LA PALMA,MINIPI DE TRIANA,BARRIO_S4,151
LA PALMA,MURCA,BARRIO_S4,217
LA PALMA,PAZ PAZ,BARRIO_S4,75
LA PALMA,RIO NEGRO,BARRIO_S4,122
LA PALMA,SIN VEREDA,JHONF KENNEDY,216
LA PALMA,SIN VEREDA,LA QUINTA,199
LA PALMA,SIN VEREDA,TRES ESTRELLAS CHAMITA,330
LA PALMA,TABACAL,BARRIO_S4,62
LA PEÑA,BETORO,BARRIO_S4,130
LA PEÑA,CANCUENA,BARRIO_S4,249
LA PEÑA,GALINDO,BARRIO_S4,69
LA PEÑA,GUAMAL,BARRIO_S4,121
LA PEÑA,NACUMA,BARRIO_S4,367
LA PEÑA,QUEBRADA HONDA,BARRIO_S4,340
LA PEÑA,SIN VEREDA,BARRIO_S4,6
LA PEÑA,TERAMA,BARRIO_S4,77
LA VEGA,CHUPAL,BARRIO_S4,242
LA VEGA,HOYAGRANDE,BARRIO_S4,314
LA VEGA,LA LIBERTAD,BARRIO_S4,122
LA VEGA,LA PATRIA,BARRIO_S4,114
LA VEGA,NAGUY,BARRIO_S4,720
LA VEGA,SIN VEREDA,BARRIO_S4,195
LA VEGA,SIN VEREDA,LA GLORIA,263
LA VEGA,SIN VEREDA,LA ISLA,457
LA VEGA,SIN VEREDA,LAS PALMAS,42
LA VEGA,SIN VEREDA,SANTANDER,365
LA VEGA,SIN VEREDA,VILLA DEL RIO,165
LA VEGA,TABACAL,BARRIO_S4,374
LA VEGA,UCRANIA,BARRIO_S4,647
LENGUAZAQUE,ESPINAL CARRIZAL,BARRIO_S4,511
LENGUAZAQUE,RAMADA ALTA,BARRIO_S4,260
LENGUAZAQUE,SIN VEREDA,BARRIO_S4,45
LENGUAZAQUE,SIN VEREDA,EL PARAISO,237
LENGUAZAQUE,SIN VEREDA,INDUSTRIAL,825
LENGUAZAQUE,SIN VEREDA,LOS REMANSOS,419
LENGUAZAQUE,SIN VEREDA,SAN ANTONIO,143
LENGUAZAQUE,SIN VEREDA,SOMIZAQUE,9
LENGUAZAQUE,SIN VEREDA,VILLAS DEL ZAQUE,217
LENGUAZAQUE,TIBITA EL CARMEN,BARRIO_S4,218
LENGUAZAQUE,TIBITA HATICO,BARRIO_S4,641
MACHETÁ,CASADILLAS ALTO,SIN BARRIO,518
MACHETÁ,CASADILLAS BAJO,SIN BARRIO,197
MACHETÁ,GAZUCA,SIN BARRIO,57
MACHETÁ,GUINA,SIN BARRIO,84
MACHETÁ,GUINA ALTO,SIN BARRIO,158
MACHETÁ,LLANO LARGO,SIN BARRIO,60
MACHETÁ,MULATA,SIN BARRIO,66
MACHETÁ,MULATA BAJO,SIN BARRIO,219
MACHETÁ,SAN BERNABE,SIN BARRIO,318
MACHETÁ,SAN LUIS,SIN BARRIO,49
MACHETÁ,SIN VEREDA,BARRIO_S4,4
MADRID,BOYERO,BARRIO_S4,1420
MADRID,CHAUTA,BARRIO_S4,612
MADRID,LAGUNA LARGA,BARRIO_S4,1167
MADRID,LOS ARBOLES,BARRIO_S4,498
MADRID,SIN VEREDA,ALAMEDA DEL RIO,127
MADRID,SIN VEREDA,BARRIO_S4,3996
MADRID,SIN VEREDA,BELLO HORIZONTE,717
MADRID,SIN VEREDA,BILBAO,211
MADRID,SIN VEREDA,BOLONIA,82
MADRID,SIN VEREDA,CEREZOS I,769
MADRID,SIN VEREDA,CEREZOS II,984
MADRID,SIN VEREDA,CJ EL PRADO,26
MADRID,SIN VEREDA,EL CARMEN,2
MADRID,SIN VEREDA,EL TESORO,373
MADRID,SIN VEREDA,KENNEDY,329
MADRID,SIN VEREDA,LA CAROLINA,11
MADRID,SIN VEREDA,LA ESPAÑOLA,997
MADRID,SIN VEREDA,LA PROSPERIDAD,55
MADRID,SIN VEREDA,LOS JAZMINES,262
MADRID,SIN VEREDA,PARQUES DE SANTAMARIA,5753
MADRID,SIN VEREDA,PROVIC II,6
MADRID,SIN VEREDA,SAN ANTONIO,136
MADRID,SIN VEREDA,SAN CARLOS,3389
MADRID,SIN VEREDA,SAN DIEGO,560
MADRID,SIN VEREDA,SAN FRANCISCO,1523
MADRID,SIN VEREDA,SAN PEDRO,1370
MADRID,SIN VEREDA,SANTA MATILDE,1615
MADRID,SIN VEREDA,SAUCES II,261
MADRID,SIN VEREDA,SOCIEGO,7747
MADRID,SIN VEREDA,URBANIZACION SAN JOSE ,134
MADRID,SIN VEREDA,VILLA UCRANIA,871
MADRID,SIN VEREDA,VILLAS DE ALCALA,430
MEDINA,SIN VEREDA,NUEVO,3
MEDINA,SIN VEREDA,SAN JORGE,186
MEDINA,SIN VEREDA,VILLAMAYOR ETAPA 1,187
MEDINA,SIN VEREDA,VILLAMAYOR ETAPA 2,139
MOSQUERA,BALSILLAS,BARRIO_S4,281
MOSQUERA,SIN VEREDA,ALEJANDRIA REAL I,219
MOSQUERA,SIN VEREDA,ALEJANDRIA REAL VII,151
MOSQUERA,SIN VEREDA,ATTALEA,47
MOSQUERA,SIN VEREDA,AZULEJO,129
MOSQUERA,SIN VEREDA,BALCONES DE SERREZUELA,28
MOSQUERA,SIN VEREDA,BALCONES DE TOSCANA,8
MOSQUERA,SIN VEREDA,BREMEN,228
MOSQUERA,SIN VEREDA,CAMINOS DE MOSQUERA,426
MOSQUERA,SIN VEREDA,CAMPIÑAS DEL SOL,7
MOSQUERA,SIN VEREDA,CONJUNTO CAMPOBELO III,1
MOSQUERA,SIN VEREDA,CONJUNTO CAMPOBELO V,2
MOSQUERA,SIN VEREDA,CONJUNTO EL JARDIN,209
MOSQUERA,SIN VEREDA,CONJUNTO SOL CRECIENTE,7
MOSQUERA,SIN VEREDA,DIAMANTE ORIENTAL,99
MOSQUERA,SIN VEREDA,EL CERRITO,76
MOSQUERA,SIN VEREDA,EL CHARQUITO,337
MOSQUERA,SIN VEREDA,EL DORADO,379
MOSQUERA,SIN VEREDA,EL PORTAL DEL CERRITO,95
MOSQUERA,SIN VEREDA,LA CUMBRE,852
MOSQUERA,SIN VEREDA,LA ESPERANZA,780
MOSQUERA,SIN VEREDA,LA ESTANCIA,480
MOSQUERA,SIN VEREDA,LA ESTANCIA IV,104
MOSQUERA,SIN VEREDA,LABRANTI RESERVADO III,207
MOSQUERA,SIN VEREDA,MAIPORE,404
MOSQUERA,SIN VEREDA,NOVATERRA CANELO,19
MOSQUERA,SIN VEREDA,NOVATERRA CAOBA,985
MOSQUERA,SIN VEREDA,NOVATERRA NOGAL,1550
MOSQUERA,SIN VEREDA,PARQUES DE SAN ISIDRO,348
MOSQUERA,SIN VEREDA,PORVENIR II,1730
MOSQUERA,SIN VEREDA,PRADERAS,1316
MOSQUERA,SIN VEREDA,PUERTO VALLARTA,298
MOSQUERA,SIN VEREDA,QUINTAS DEL TREBOL,64
MOSQUERA,SIN VEREDA,RECODOS DE MOSQUERA,933
MOSQUERA,SIN VEREDA,RESERVA DE USCA,25
MOSQUERA,SIN VEREDA,SANTA ANA,3375
MOSQUERA,SIN VEREDA,TORRES DE SAN FELIPE,328
MOSQUERA,SIN VEREDA,TREBOL DEL GUALI,966
MOSQUERA,SIN VEREDA,VILLA MARIA II,148
MOSQUERA,SIN VEREDA,VILLA YENNY,836
NARIÑO,LA REFORMA,BARRIO_S4,115
NARIÑO,SIN VEREDA,SAN JOSE,31
NARIÑO,SIN VEREDA,SANTA LUCIA,238
NEMOCÓN,ASTORGA,SIN BARRIO,291
NEMOCÓN,CASA BLANCA,SIN BARRIO,159
NEMOCÓN,CHECUA,SIN BARRIO,199
NEMOCÓN,EL ORATORIO,SIN BARRIO,185
NEMOCÓN,SIN VEREDA, BARRIO CONDALIAS,425
NEMOCÓN,SIN VEREDA, BARRIO SAN JOSE DE LA VEGA,262
NEMOCÓN,SIN VEREDA,BARRIO SALINAS,53
NEMOCÓN,SIN VEREDA,SIN BARRIO,1597
NEMOCÓN,VEREDA_S4,SIN BARRIO,558
NILO,LIMONES,BARRIO_S4,274
NILO,PAJAS BLANCAS,BARRIO_S4,191
NILO,SAN BARTOLO,BARRIO_S4,65
NILO,SIN VEREDA,PROGRESO,285
NIMAIMA,CAÑADITAS,BARRIO_S4,131
NIMAIMA,EL CERRO,BARRIO_S4,185
NIMAIMA,TOBIA GRANDE,BARRIO_S4,266
NOCAIMA,CENTRO,BARRIO_S4,98
NOCAIMA,FLORIDA,BARRIO_S4,153
NOCAIMA,JAGUAL,BARRIO_S4,211
NOCAIMA,SAN CAYETANO,BARRIO_S4,208
NOCAIMA,SAN JOSE,BARRIO_S4,179
NOCAIMA,SAN PABLO,BARRIO_S4,194
NOCAIMA,SIN VEREDA,BARRIO_S4,123
PACHO,BERMEJAL,BARRIO_S4,160
PACHO,CUCHARAL,BARRIO_S4,113
PACHO,EL BOSQUE,BARRIO_S4,77
PACHO,EL CARBON,BARRIO_S4,121
PACHO,EL FLORIDO,BARRIO_S4,147
PACHO,EL HATILLO,BARRIO_S4,186
PACHO,EL PALMAR PASUNCHA,BARRIO_S4,2
PACHO,GUAYACAN,BARRIO_S4,128
PACHO,LA HOYA,BARRIO_S4,58
PACHO,LIMONCITOS,BARRIO_S4,129
PACHO,LLANO DEL TRIGO ,BARRIO_S4,604
PACHO,LOMA ALTA,BARRIO_S4,79
PACHO,NEGRETE,BARRIO_S4,77
PACHO,PAN DE AZUCAR,BARRIO_S4,201
PACHO,SAN JOSE,BARRIO_S4,41
PACHO,SAN JOSE DE LA GAITA,BARRIO_S4,3
QUETAME,GRANADILLO,BARRIO_S4,120
QUETAME,HOYA ALTA,BARRIO_S4,84
QUETAME,HOYA BAJA,BARRIO_S4,292
QUETAME,HOYA VARGAS,BARRIO_S4,185
QUETAME,SIN VEREDA,BARRIO_S4,198
QUETAME,TOTUMITO,BARRIO_S4,39
QUETAME,TRAPICHITO,BARRIO_S4,122
QUIPILE,GOLGOTA,SIN BARRIO,64
QUIPILE,GUADALUPE ALTO,SIN BARRIO,166
QUIPILE,JUDEA,SIN BARRIO,200
QUIPILE,LA FLORESTA,SIN BARRIO,186
QUIPILE,LIBANO,SIN BARRIO,162
QUIPILE,ORIENTE,SIN BARRIO,288
QUIPILE,PAIME ,SIN BARRIO,28
QUIPILE,PEÑAS BLANCAS,SIN BARRIO,160
QUIPILE,SIANI ALTO,SIN BARRIO,172
QUIPILE,SINAI BAJO,SIN BARRIO,61
RICAURTE,EL PORTAL,BARRIO_S4,178
RICAURTE,LA VIRGINIA,BARRIO_S4,230
RICAURTE,LAS VARAS,BARRIO_S4,117
RICAURTE,MANUEL NORTE,BARRIO_S4,185
RICAURTE,SIN VEREDA,CABO VERDE,3
RICAURTE,SIN VEREDA,CONJUNTO JOSE MARIA CORDOBA,712RICAURTE,SIN VEREDA,ISLA DEL SOL,657
RICAURTE,SIN VEREDA,PEÑALISA,21
SAN ANTONIO DEL TEQUENDAMA,BELLAVISTA,BARRIO_S4,160
SAN ANTONIO DEL TEQUENDAMA,CUSIO,BARRIO_S4,172
SAN ANTONIO DEL TEQUENDAMA,EL CAJON,BARRIO_S4,171
SAN ANTONIO DEL TEQUENDAMA,LA RAPIDA,BARRIO_S4,347
SAN ANTONIO DEL TEQUENDAMA,QUEBRADA GRANDE,BARRIO_S4,417
SAN ANTONIO DEL TEQUENDAMA,QUINTAS COLOMBIA,BARRIO_S4,564
SAN ANTONIO DEL TEQUENDAMA,VANCOUVER,BARRIO_S4,491
SAN ANTONIO DEL TEQUENDAMA,ZARAGOZA,BARRIO_S4,395
SAN BERNARDO,PIRINEOS BAJO,BARRIO_S4,411
SAN BERNARDO,SANTA MARTA,BARRIO_S4,195
SAN BERNARDO,SIN VEREDA,BARRIO_S4,216
SAN BERNARDO,SIN VEREDA,BELLA VISTA,275
SAN CAYETANO,BOCA DE MONTE,BARRIO_S4,63
SAN CAYETANO,CARDONAL,BARRIO_S4,81
SAN CAYETANO,CHINGA SIBERIA ,BARRIO_S4,117
SAN CAYETANO,LA FLORESTA,BARRIO_S4,113
SAN CAYETANO,MORTIÑO,BARRIO_S4,136
SAN CAYETANO,PIE DE PEÑA,BARRIO_S4,47
SAN CAYETANO,REMANSO,BARRIO_S4,161
SAN FRANCISCO,PUEBLO VIEJO,ZONA URBANA,617
SAN FRANCISCO,SABANETA,ZONA URBANA,564
SAN FRANCISCO,TORIBA,ZONA URBANA,470
SAN JUAN DE RIOSECO,EL LIMON,SIN BARRIO,474
SAN JUAN DE RIOSECO,INSPECCION DE SAN NICOLAS,SIN BARRIO,332
SAN JUAN DE RIOSECO,SIN VEREDA,BARRIO_S4,7
SAN JUAN DE RIOSECO,SIN VEREDA,CENTRO,458
SAN JUAN DE RIOSECO,SIN VEREDA,DIANA TURBAY,161
SAN JUAN DE RIOSECO,SIN VEREDA,NUEVO SAN JUAN,79
SAN JUAN DE RIOSECO,SIN VEREDA,PUEBLO NUEVO,81
SAN JUAN DE RIOSECO,VOLCAN,SIN BARRIO,483
SASAIMA,BUENOS AIRES,BARRIO_S4,122
SASAIMA,EL ENTABLE,BARRIO_S4,43
SASAIMA,GUALIVA,BARRIO_S4,42
SASAIMA,LA VICTORIA,BARRIO_S4,193
SASAIMA,LOMA LARGA,BARRIO_S4,185
SASAIMA,SAN BERNARDO BAJO,BARRIO_S4,457
SASAIMA,SIN VEREDA,BARRIO PRIMERO DE JULIO,125
SASAIMA,SIN VEREDA,BARRIO SAN CARLOS,303
SESQUILÉ,CHALECHE,SIN BARRIO,92
SESQUILÉ,EL HATO,SIN BARRIO,309
SESQUILÉ,VEREDA_S4,SIN BARRIO,1923
SIBATÉ,-,EL CARMEN,714
SIBATÉ,-,LA INMACULADA URBANIZACION LA RESERVA 12,1901
SIBATÉ,-,LA PAZ,1668
SIBATÉ,-,PABLO NERUDA,2383
SIBATÉ,-,SAN MARTIN,1064
SIBATÉ,-,SAN RAFAEL,592
SIBATÉ,-,URBANIZACION PARQUES DEL MUÑA,1589
SIBATÉ,BRADAMONTE,BARRIO_S4,282
SIBATÉ,CHACUA,BARRIO_S4,52
SIBATÉ,LA UNION,BARRIO_S4,402
SIBATÉ,ROMERAL,BARRIO_S4,294
SIBATÉ,ROMERAL SECTOR AGUAS CLARAS,BARRIO_S4,94
SIBATÉ,SAN BENITO SECTOR SANTA ROSA,BARRIO_S4,198
SIBATÉ,SAN RAFAEL,BARRIO_S4,274
SIBATÉ,USABA,BARRIO_S4,309
SILVANIA,AZAFRANAL ALTO,BARRIO_S4,227
SILVANIA,AZAFRANAL DIVINO NIÑO,BARRIO_S4,251
MADRID,SIN VEREDA,ZONA CENTRO,479
MANTA,BOSQUE,SIN BARRIO,39
MANTA,CAPADOCIA,SIN BARRIO,105
MANTA,CENTRO,CHICO,155
MANTA,CENTRO,FLORESTA,279
MANTA,CENTRO,UNICENTRO,144
MANTA,MANTAGRANDE ARRIBA,SIN BARRIO,245
MANTA,PALMAR ARRIBA,SIN BARRIO,298
MANTA,SALGADO,SIN BARRIO,104
MEDINA,BELLAVISTA,SIN BARRIO,8
MEDINA,EL ARENAL,SIN BARRIO,115
MEDINA,EL JAGUA,SIN BARRIO,125
MEDINA,EL TABLON,SIN BARRIO,64
MEDINA,GAZAIRE,SIN BARRIO,74
MEDINA,HUMEA,SIN BARRIO,23
MEDINA,LAS CAIDAS,SIN BARRIO,130
MEDINA,SAN ANTONIO ALTO,SIN BARRIO,33
MEDINA,SAN MARCOS,SIN BARRIO,22
MEDINA,SANTA MARIA DEL PIRI,SIN BARRIO,11
MEDINA,SIN VEREDA, BARRIO NUEVO,26
MEDINA,SIN VEREDA,LA CRUZ,716
MEDINA,SIN VEREDA,OLIMPICO,239
MEDINA,SIN VEREDA,PUENTE ROTO,38
MOSQUERA,EL CHARQUITO,BARRIO_S4,30
MOSQUERA,LOS PUENTES KM 4 VIA LA MESA,BARRIO_S4,283
MOSQUERA,SAN JOSE,BARRIO_S4,419
MOSQUERA,SIN VEREDA,ALEJANDRIA REAL VI,104
MOSQUERA,SIN VEREDA,ALTOS DE SAN JUAN,453
MOSQUERA,SIN VEREDA,BARRIO_S4,2000
MOSQUERA,SIN VEREDA,CAMPIÑA DE SAN GABRIEL,187
MOSQUERA,SIN VEREDA,CONJUNTO ANDRIA,7
MOSQUERA,SIN VEREDA,CONJUNTO CEREZO,7
MOSQUERA,SIN VEREDA,CONJUNTO SERREZUELITA,238
MOSQUERA,SIN VEREDA,CORTIJO DE SERREZUELA,55
MOSQUERA,SIN VEREDA,EL CABRERO,529
MOSQUERA,SIN VEREDA,EL POBLADO,3740
MOSQUERA,SIN VEREDA,EL RUBI II,560
MOSQUERA,SIN VEREDA,IREGUI I,453
MOSQUERA,SIN VEREDA,LA CABAÑA,776
MOSQUERA,SIN VEREDA,LA CARTUJA,636
MOSQUERA,SIN VEREDA,LA ESTANCIA III,308
MOSQUERA,SIN VEREDA,LAS VILLAS,271
MOSQUERA,SIN VEREDA,NOVATERRA CEREZO,2227
MOSQUERA,SIN VEREDA,NOVATERRA ZAPAN,209
MOSQUERA,SIN VEREDA,NUEVA CASTILLA,1779
MOSQUERA,SIN VEREDA,PANORAMA DEL CAMPO,10
MOSQUERA,SIN VEREDA,PETREL,857
MOSQUERA,SIN VEREDA,PUERTO LUNA,159
MOSQUERA,SIN VEREDA,PUERTO NUEVO,363
MOSQUERA,SIN VEREDA,PUERTO PLATA,280
MOSQUERA,SIN VEREDA,RESERVA CAMPESTRE,7
MOSQUERA,SIN VEREDA,RESERVA DE MALLORCA III,27
MOSQUERA,SIN VEREDA,SABANA,1842
MOSQUERA,SIN VEREDA,SAN SEBASTIAN,620
MOSQUERA,SIN VEREDA,SERREZUELITA,215
MOSQUERA,SIN VEREDA,TINGUA,686
MOSQUERA,SIN VEREDA,VILLA DEL ROCIO,2165
MOSQUERA,SIN VEREDA,VILLA DEL SOL,751
MOSQUERA,SIN VEREDA,VILLA MARCELA,520
MOSQUERA,SIN VEREDA,VILLA MARIA I,58
NARIÑO,APAUTA,BARRIO_S4,12
NARIÑO,BUSCAVIDA,BARRIO_S4,152
NARIÑO,EL BUCHE,BARRIO_S4,10
NARIÑO,GARBANZAL,BARRIO_S4,116
NARIÑO,LOS MANGOS,BARRIO_S4,4
NARIÑO,MENDOZA,BARRIO_S4,18
NARIÑO,ORIENTE,BARRIO_S4,9
NARIÑO,RIVERA RIO MAGDALENA,BARRIO_S4,21
NARIÑO,SIN VEREDA,BARRIO_S4,69
NEMOCÓN,AGUA CLARA,SIN BARRIO,24
NEMOCÓN,EL PERICO,SIN BARRIO,75
NEMOCÓN,SIN VEREDA, BARRIO COGOLLO,352
NEMOCÓN,SIN VEREDA,BARRIO EL TANQUE,21
NEMOCÓN,SIN VEREDA,BARRIO FUTURO,239
NEMOCÓN,SIN VEREDA,SAN RAFAEL,641
NILO,BATAVIA,BARRIO_S4,241
NILO,BUENOS AIRES,BARRIO_S4,217
NILO,LA PALMITA,BARRIO_S4,178
NILO,MALACHI,BARRIO_S4,117
NILO,MARGARITAS,BARRIO_S4,78
NILO,PRADITO,BARRIO_S4,73
NIMAIMA,RESGUARDO BAJO,BARRIO_S4,209
NIMAIMA,SIN VEREDA,CABECERA MUNICIPAL-NIMAIMA,152
NOCAIMA,BAQUERO,BARRIO_S4,172
NOCAIMA,COCUNCHE,BARRIO_S4,178
NOCAIMA,FICAL,BARRIO_S4,209
NOCAIMA,LOMALARGA,BARRIO_S4,80
NOCAIMA,SAN JUANITO,BARRIO_S4,153
PACHO,SAN MIGUEL,BARRIO_S4,463
PACHO,SANTA INES,BARRIO_S4,180
PACHO,SANTA ROSA,BARRIO_S4,21
PACHO,SIN VEREDA,ALTOS DE SAN DIEGO ,151
PACHO,SIN VEREDA,ANTONIO NARIÑO,725
PACHO,SIN VEREDA,BALCONES DE SANTA CLARA ,5
PACHO,SIN VEREDA,BARRIO_S4,986
PACHO,SIN VEREDA,JUAN PABLO II,630
PACHO,SIN VEREDA,KENNEDY,1131
PACHO,SIN VEREDA,LA FERRERIA,107
PACHO,SIN VEREDA,LA PALMITA,904
PACHO,SIN VEREDA,LAS PALMAS,285
PACHO,SIN VEREDA,SAN FRANCISCO DE ASIS ,75
PACHO,SIN VEREDA,SANTA ELENA,340
PACHO,SIN VEREDA,VILLAS DEL SOL,443
PAIME,BUCAMA,BARRIO_S4,69
PAIME,CORRUCHA,BARRIO_S4,88
PAIME,JAMAICA,BARRIO_S4,72
PAIME,LA AGUITA,BARRIO_S4,101
PAIME,LA CARRERA,BARRIO_S4,84
PAIME,LA IRLANDA,BARRIO_S4,55
PAIME,LA UNION,BARRIO_S4,129
PAIME,RECUIPI,BARRIO_S4,106
PAIME,SANTA TERESA,BARRIO_S4,122
PAIME,SANTUARIO,BARRIO_S4,83
PAIME,SIN VEREDA,LA PLAYA,53
PAIME,SIRIA,BARRIO_S4,46
PAIME,TAUCHE,BARRIO_S4,97
PAIME,TONUNCHA,BARRIO_S4,109
PANDI,BUENOS AIRES,BARRIO_S4,638
PANDI,EL GUARUMO,BARRIO_S4,152
PANDI,MERCADILLO,BARRIO_S4,298
PANDI,SIN VEREDA,LA BASE,174
PANDI,SIN VEREDA,LA PEDREGOZA,89
PARATEBUENO,AGUAS CALIENTES,SIN BARRIO,17
PARATEBUENO,BOQUERON,SIN BARRIO,9
PARATEBUENO,CAÑO RICO,SIN BARRIO,31
