nom_mpio,NOM_VEREDA,NOM_BARRIO,Count of SISBENIV_PT
EL PEÑÓN,TENDIDOS,BARRIO_S4,37
EL PEÑÓN,TERAMA,BARRIO_S4,154
EL ROSAL,EL CAUCHO ,BARRIO_S4,112
EL ROSAL,EL RODEO ,BARRIO_S4,192
EL ROSAL,SIN VEREDA,BARRIO_S4,363
EL ROSAL,SIN VEREDA,LLERAS,3249
EL ROSAL,SIN VEREDA,SAN JOSE,1792
FACATATIVÁ,PASO ANCHO,BARRIO_S4,123
FACATATIVÁ,PRADO,BARRIO_S4,236
FACATATIVÁ,SIN VEREDA,BARRIO_S4,4985
FACATATIVÁ,SIN VEREDA,CADIZ,370
FACATATIVÁ,SIN VEREDA,CENTRO,946
FACATATIVÁ,SIN VEREDA,DANIEL ORTEGA,295
FACATATIVÁ,SIN VEREDA,DIURBA,74
FACATATIVÁ,SIN VEREDA,EL LLANITO,176
FACATATIVÁ,SIN VEREDA,EL PARAISO,465
FACATATIVÁ,SIN VEREDA,GIBRALTAR,257
FACATATIVÁ,SIN VEREDA,JARDIN,952
FACATATIVÁ,SIN VEREDA,LA CONVENCION,183
FACATATIVÁ,SIN VEREDA,LA RIVERA,221
FACATATIVÁ,SIN VEREDA,LA RIVIERA,43
FACATATIVÁ,SIN VEREDA,LAS ACACIAS,316
FACATATIVÁ,SIN VEREDA,LAS LOMAS,460
FACATATIVÁ,SIN VEREDA,LAS PALMAS,520
FACATATIVÁ,SIN VEREDA,LOS LAURELES,125
FACATATIVÁ,SIN VEREDA,LOS LLANITOS,498
FACATATIVÁ,SIN VEREDA,LOS MONARKAS,614
FACATATIVÁ,SIN VEREDA,LOS ROBLES,4
FACATATIVÁ,SIN VEREDA,MIRADOR CHICO,104
FACATATIVÁ,SIN VEREDA,SAN CRISTOBAL,661
FACATATIVÁ,SIN VEREDA,SAN JOSE,198
FACATATIVÁ,SIN VEREDA,SANTA CLARA,53
FACATATIVÁ,SIN VEREDA,SANTA ISABEL,2291
FACATATIVÁ,SIN VEREDA,VILLA IVON,16
FACATATIVÁ,SIN VEREDA,VILLA ROSITA,184
FACATATIVÁ,TIERRA GRATA,BARRIO_S4,106
FACATATIVÁ,TIERRA MORADA,BARRIO_S4,855
FÓMEQUE,CANANEA,BARRIO_S4,41
FÓMEQUE,CARRIZAL,BARRIO_S4,421
FÓMEQUE,COACHA,BARRIO_S4,95
FÓMEQUE,EL SALITRE,BARRIO_S4,98
FÓMEQUE,GRAMAL,BARRIO_S4,536
FÓMEQUE,GUACHAVITA,BARRIO_S4,277
FÓMEQUE,SIN VEREDA,BUENA VISTA ,407
FÓMEQUE,SIN VEREDA,CALLE DE LOS MOLINOS ,9
FÓMEQUE,SIN VEREDA,JOSE EUSEBIO OTALORA,77
FÓMEQUE,SIN VEREDA,LA CANDELARIA,276
FÓMEQUE,SIN VEREDA,SAN VICENTE,11
FÓMEQUE,SUSA,BARRIO_S4,326
FÓMEQUE,TABLON,BARRIO_S4,157
FOSCA,ARRAYANAL,BARRIO_S4,60
FOSCA,LA PALMA,BARRIO_S4,179
FOSCA,ROBLES,BARRIO_S4,117
FOSCA,SAN MANUEL,BARRIO_S4,135
FOSCA,SANAME,BARRIO_S4,237
FOSCA,YERBABUENA,BARRIO_S4,189
FUNZA,SIN VEREDA,ALTOS DEL GUALI IV,948
FUNZA,SIN VEREDA,ASVIPH,16
FUNZA,SIN VEREDA,BALCONES DE FUNZA,24
FUNZA,SIN VEREDA,BARRIO_S4,755
FUNZA,SIN VEREDA,CENTRO,2954
FUNZA,SIN VEREDA,EL LAGO,1095
FUNZA,SIN VEREDA,EL PENSAMIENTO,202
FUNZA,SIN VEREDA,LA CAMPIÑA DE FUNZA,317
FUNZA,SIN VEREDA,MIRADOR DE CELTA,13
FUNZA,SIN VEREDA,MULTICENTRO (PEDRO GÓMEZ),119
FUNZA,SIN VEREDA,NUEVA SERREZUELITA,165
FUNZA,SIN VEREDA,PORTALES DE FUNZA,2042
FUNZA,SIN VEREDA,QUINTAS DE CASABLANCA,248
FUNZA,SIN VEREDA,QUINTAS DE LOS ANDES,5
FUNZA,SIN VEREDA,QUINTAS DE SAN JORGE II,38
FUNZA,SIN VEREDA,SAN MARCOS,304
FUNZA,SIN VEREDA,SENDEROS DE VILLA SILVIA,122
FUNZA,SIN VEREDA,SERENAS,196
FUNZA,SIN VEREDA,VILLA DIANA APARTAMENTOS,1316
FUNZA,SIN VEREDA,VILLA SALMANTINA,14
FUNZA,SIN VEREDA,VILLAS DE SAN ANDRÉS,298
FUNZA,SIN VEREDA,VILLAS DEL PARQUE,140
FUNZA,SIN VEREDA,ZUAME APARTAMENTOS,3480
FÚQUENE,CENTRO,BARRIO_S4,462
FÚQUENE,SIN VEREDA,BARRIO_S4,134
FÚQUENE,VEREDA TARAVITA NUEVO FUQUENE ,BARRIO_S4,593
FUSAGASUGÁ,AGUADITA,BARRIO_S4,71
FUSAGASUGÁ,BOCHICA TRINIDAD 		,BARRIO_S4,975
FUNZA,SIN VEREDA,VILLA DIANA CASAS,1493
FUNZA,SIN VEREDA,VILLA IMPERIAL,53
FUNZA,SIN VEREDA,VILLA PAUL,669
FUNZA,SIN VEREDA,VILLAS DE OCCIDENTE,102
FÚQUENE,NEMOGA ,BARRIO_S4,1301
FUSAGASUGÁ, BATAN		,BARRIO_S4,548
FUSAGASUGÁ,ESPINALITO		,BARRIO_S4,352
FUSAGASUGÁ,LA AGUADITA,BARRIO_S4,332
FUSAGASUGÁ,LA ISLA 		,BARRIO_S4,519
FUSAGASUGÁ,LA PUERTA CHINAUTA		,BARRIO_S4,897
FUSAGASUGÁ,MESITAS		,BARRIO_S4,466
FUSAGASUGÁ,MOSQUERAL		,BARRIO_S4,173
FUSAGASUGÁ,PIAMONTE		,BARRIO_S4,741
FUSAGASUGÁ,SAN RAFAEL 		,BARRIO_S4,11
FUSAGASUGÁ,SANTA LUCIA 		,BARRIO_S4,450
FUSAGASUGÁ,SIN VEREDA,  CUCHARAL URBANO,43
FUSAGASUGÁ,SIN VEREDA,  LA PAMPA,699
FUSAGASUGÁ,SIN VEREDA,  TERRANOVA,3
FUSAGASUGÁ,SIN VEREDA, ALTAMIRA,47
FUSAGASUGÁ,SIN VEREDA, GAITÁN III ETAPA (ANDALUCÍA),15
FUSAGASUGÁ,SIN VEREDA, MIRADOR DE PRAGA,14
FUSAGASUGÁ,SIN VEREDA, PARAÍSO DE LOS SAUCES,22
FUSAGASUGÁ,SIN VEREDA, PARQUE LOS SAUCES,10
FUSAGASUGÁ,SIN VEREDA, SAN MARCOS,4
FUSAGASUGÁ,SIN VEREDA, SOCAIRE,5
FUSAGASUGÁ,SIN VEREDA, VILLA DEL SOL,8
FUSAGASUGÁ,SIN VEREDA,ALTOS DE FUSA 		,106
FUSAGASUGÁ,SIN VEREDA,CAMBULOS		,124
FUSAGASUGÁ,SIN VEREDA,CANEY		,60
FUSAGASUGÁ,SIN VEREDA,CARLOS LLERAS 		,552
FUSAGASUGÁ,SIN VEREDA,CEDRITOS		,575
FUSAGASUGÁ,SIN VEREDA,COBURGO		,1018
FUSAGASUGÁ,SIN VEREDA,CONJUNTO ROBLES		,53
FUSAGASUGÁ,SIN VEREDA,EDEN		,657
FUSAGASUGÁ,SIN VEREDA,EL COMBOY,102
FUSAGASUGÁ,SIN VEREDA,ESPERANZA		,288
FUSAGASUGÁ,SIN VEREDA,GIRASOLES		,279
FUSAGASUGÁ,SIN VEREDA,JOSE ANTONIO GALAN 		,342
FUSAGASUGÁ,SIN VEREDA,LEIDY DI		,15
FUSAGASUGÁ,SIN VEREDA,LLANO LARGO		,401
FUSAGASUGÁ,SIN VEREDA,LLANO VERDE		,272
FUSAGASUGÁ,SIN VEREDA,MACARENA		,1439
FUSAGASUGÁ,SIN VEREDA,MANDALAY		,199
FUSAGASUGÁ,SIN VEREDA,MI TESORO		,149
FUSAGASUGÁ,SIN VEREDA,MIRADOR		,455
FUSAGASUGÁ,SIN VEREDA,MONTE VERDE NORTE		,269
FUSAGASUGÁ,SIN VEREDA,NUEVA ESPERANZA		,1201
FUSAGASUGÁ,SIN VEREDA,NUEVO BALMORAL		,32
FUSAGASUGÁ,SIN VEREDA,OBRERO		,841
FUSAGASUGÁ,SIN VEREDA,OLAYA		 ,1499
FUSAGASUGÁ,SIN VEREDA,PARAISO DE LOS SAUCES		,4
FUSAGASUGÁ,SIN VEREDA,QUINTA BALMORAL 		,20
FUSAGASUGÁ,SIN VEREDA,SAN DIEGO LA VENTA		,48
FUSAGASUGÁ,SIN VEREDA,SAN DIEGO		,110
FUSAGASUGÁ,SIN VEREDA,SANTA ANA CAMPESTRE		,27
FUSAGASUGÁ,SIN VEREDA,SANTA LIBRADA 		,179
FUSAGASUGÁ,SIN VEREDA,TOLUCA		,138
FUSAGASUGÁ,SIN VEREDA,VILLA LADY 		,97
FUSAGASUGÁ,SIN VEREDA,VILLAS DE MANILA,3
FUSAGASUGÁ,USATAMA		,BARRIO_S4,669
GACHALÁ,DIAMANTE,BARRIO_S4,211
GACHALÁ,FRIJOLITO,BARRIO_S4,136
GACHALÁ,LA VEGA DE SAN JUAN,BARRIO_S4,76
GACHALÁ,MINAS DE YESO,BARRIO_S4,139
GACHALÁ,SANTA HELENA,BARRIO_S4,51
GACHALÁ,SIN VEREDA,CALDAS,278
GACHALÁ,SIN VEREDA,NARIÑO 1,396
GACHALÁ,TUNJITA,BARRIO_S4,167
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,BARRIO ASIVAG,159
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,BARRIO BELEN,213
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,BARRIO SANTA ANA,241
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,BARRIO_S4,36
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,CENTRO,4752
GACHANCIPÁ,VEREDA SAN JOSE,CENTRO,222
GACHANCIPÁ,VEREDA_S4,BARRIO_S4,184
GACHETÁ,BOMBITA,BARRIO_S4,274
GACHETÁ,MUCHINDOTE,BARRIO_S4,360
GACHETÁ,SIN VEREDA,URBANIZACIÓN LA ESPERANZA,154
GAMA,LA UNION,BARRIO_S4,622FUSAGASUGÁ,CUCHARAL		,BARRIO_S4,1849
FUSAGASUGÁ,GUAVIO		,BARRIO_S4,759
FUSAGASUGÁ,JORDAN		,BARRIO_S4,627
FUSAGASUGÁ,LA PALMA 		,BARRIO_S4,222
FUSAGASUGÁ,RESGUARDO		,BARRIO_S4,952
FUSAGASUGÁ,ROBLES		,BARRIO_S4,140
FUSAGASUGÁ,SAN ANTONIO		,BARRIO_S4,75
FUSAGASUGÁ,SIN VEREDA,  CAMINO AL CUJA,41
FUSAGASUGÁ,SIN VEREDA,  FONTANAR,21
FUSAGASUGÁ,SIN VEREDA, BALCONES DE SAN JOSÉ,1
FUSAGASUGÁ,SIN VEREDA, CÁDIZ,18
FUSAGASUGÁ,SIN VEREDA, CASONA DE PEKÍN,7
FUSAGASUGÁ,SIN VEREDA, EL OASIS,2
FUSAGASUGÁ,SIN VEREDA, FLORIDA BLANCA,3
FUSAGASUGÁ,SIN VEREDA, FONTANAR,9
FUSAGASUGÁ,SIN VEREDA, LA GLORIETA,31
FUSAGASUGÁ,SIN VEREDA, LA VICTORIA,49
FUSAGASUGÁ,SIN VEREDA, LAS MARGARITAS,107
FUSAGASUGÁ,SIN VEREDA, LLANO ALTO,12
FUSAGASUGÁ,SIN VEREDA, LOS ARRAYANES,2
FUSAGASUGÁ,SIN VEREDA, PASEO REAL,3
FUSAGASUGÁ,SIN VEREDA, PEÑAS BLANCAS,1
FUSAGASUGÁ,SIN VEREDA, VILLA ADRIANA,6
FUSAGASUGÁ,SIN VEREDA, VILLA ANDREA,4
FUSAGASUGÁ,SIN VEREDA, VILLA COUNTRY,8
FUSAGASUGÁ,SIN VEREDA, VILLA LILIANA,20
FUSAGASUGÁ,SIN VEREDA, VILLA MARÍA,3
FUSAGASUGÁ,SIN VEREDA,ALTOS DE PEKIN		,170
FUSAGASUGÁ,SIN VEREDA,ANDES		,482
FUSAGASUGÁ,SIN VEREDA,BELLA VISTA		,942
FUSAGASUGÁ,SIN VEREDA,BOSQUES DE ORIENTE		,681
FUSAGASUGÁ,SIN VEREDA,BRISAS DEL QUININÍ,4
FUSAGASUGÁ,SIN VEREDA,CABAÑA		,1125
FUSAGASUGÁ,SIN VEREDA,CAMINO REAL I Y II		,1424
FUSAGASUGÁ,SIN VEREDA,CENTRO		,854
FUSAGASUGÁ,SIN VEREDA,EL RECREO		,140
FUSAGASUGÁ,SIN VEREDA,ESMERALDA II		,669
FUSAGASUGÁ,SIN VEREDA,ESMERALDA		,801
FUSAGASUGÁ,SIN VEREDA,GAITAN II		,851
FUSAGASUGÁ,SIN VEREDA,GRAN COLOMBIA		,1086
FUSAGASUGÁ,SIN VEREDA,JAIME PARDO LEAL		,935
FUSAGASUGÁ,SIN VEREDA,LA PALMA I		,269
FUSAGASUGÁ,SIN VEREDA,LAS AMERICAS		,517
FUSAGASUGÁ,SIN VEREDA,LUCERO		,1374
FUSAGASUGÁ,SIN VEREDA,MARGARITAS NORTE		,279
FUSAGASUGÁ,SIN VEREDA,NUEVA CAMPIÑA		,342
FUSAGASUGÁ,SIN VEREDA,NUEVA JERUSALÉN,48
FUSAGASUGÁ,SIN VEREDA,NUEVO BALMORAL I	,1
FUSAGASUGÁ,SIN VEREDA,PEDRO PABLO BELLO		,772
FUSAGASUGÁ,SIN VEREDA,PORTAL DE MANILA,6
FUSAGASUGÁ,SIN VEREDA,POTOSI		  ,748
FUSAGASUGÁ,SIN VEREDA,SAN ANTONIO 		,2039
FUSAGASUGÁ,SIN VEREDA,SAN MARTIN DE LOS OLIVOS 		,280
FUSAGASUGÁ,SIN VEREDA,SANTA ROSA 		,122
FUSAGASUGÁ,SIN VEREDA,SIMON BOLIVAR		,356
FUSAGASUGÁ,SIN VEREDA,VILLA CELESTE 		,264
FUSAGASUGÁ,VIENA 		,BARRIO_S4,198
GACHALÁ,ESCOBAL,BARRIO_S4,116
GACHALÁ,GUARUMAL,BARRIO_S4,80
GACHALÁ,GUAVIO PORTOVELO,BARRIO_S4,78
GACHALÁ,LA DIANA,BARRIO_S4,39
GACHALÁ,LOS ANDES,BARRIO_S4,51
GACHALÁ,MESITAS,BARRIO_S4,46
GACHALÁ,SAN ROQUE DEL DIAMANTE,BARRIO_S4,43
GACHALÁ,SIN VEREDA,ALTAMIRA,336
GACHALÁ,SIN VEREDA,SOCIEGO,69
GACHALÁ,TENDIDOS DE GUAVIO,BARRIO_S4,21
GACHANCIPÁ,SANTA BARBARA RURAL CENTRO POBLADO,VEREDA SAN MARTIN,42
GACHANCIPÁ,SIN VEREDA,BARRIO SANTA BARBARA,2
GACHANCIPÁ,SIN VEREDA,VEREDA SAN MARTIN,4
GACHETÁ,HATOGRANDE,BARRIO_S4,193
GACHETÁ,MOQUENTIVA,BARRIO_S4,323
GACHETÁ,RESGUARDO II,BARRIO_S4,374
GACHETÁ,SIN VEREDA,BARRIO_S4,23
GACHETÁ,SIN VEREDA,MONSEÑOR ABDON LOPEZ,367
GACHETÁ,TUALA,BARRIO_S4,256
GACHETÁ,ZAQUE,BARRIO_S4,529
GAMA,SIN VEREDA,CENTRO,509
GAMA,SIN VEREDA,URBANIZACION LA POLA,106
GAMA,SIN VEREDA,URBANIZACION SEVILLA,44
GIRARDOT,ACAPULCO,BARRIO_S4,124
GAMA,NARANJOS,BARRIO_S4,249
GAMA,PALENQUE II,BARRIO_S4,158
GAMA,PAUSO,BARRIO_S4,237
GAMA,SANTUARIO,BARRIO_S4,615
GIRARDOT,ALTOS DEL CHICALA,BARRIO_S4,2
GIRARDOT,BARZALOZA,BARRIO_S4,3425
GIRARDOT,BERLIN,BARRIO_S4,304
GIRARDOT,GUABINAL CERRO,BARRIO_S4,175
GIRARDOT,PRESIDENTE,BARRIO_S4,166
GIRARDOT,SAN LORENZO,BARRIO_S4,240
GIRARDOT,SIN VEREDA,ACACIAS II,2105
GIRARDOT,SIN VEREDA,ALGARROBOS,34
GIRARDOT,SIN VEREDA,ALTO DE LA CRUZ,1205
GIRARDOT,SIN VEREDA,ALTOS DE ALCATRAZ,3
GIRARDOT,SIN VEREDA,ALTOS DE ROSABLANCA,12
GIRARDOT,SIN VEREDA,ALTOS DEL CHICALA,6
GIRARDOT,SIN VEREDA,ALTOS DEL PEÑON,197
GIRARDOT,SIN VEREDA,AQUAPARK,2
GIRARDOT,SIN VEREDA,BALCONES DEL PEÑON,1
GIRARDOT,SIN VEREDA,BELLO HORIZONTE,9
GIRARDOT,SIN VEREDA,BRISAS DEL BOGOTA,385
GIRARDOT,SIN VEREDA,CENTENARIO,276
GIRARDOT,SIN VEREDA,CIUDADELA COMGIRARDOT,60
GIRARDOT,SIN VEREDA,CONJUNTO AGUA BLANCA,2
GIRARDOT,SIN VEREDA,CONJUNTO VILLAS DEL SOL,4
GIRARDOT,SIN VEREDA,DIAMANTE,1777
GIRARDOT,SIN VEREDA,EL EDEN,15
GIRARDOT,SIN VEREDA,EL PORTAL DE LOS ALMENDROS,2
GIRARDOT,SIN VEREDA,ESMERALDA I,229
GIRARDOT,SIN VEREDA,ESMERALDA IV,12
GIRARDOT,SIN VEREDA,GAITAN,507
GIRARDOT,SIN VEREDA,LA ERMITA,25
GIRARDOT,SIN VEREDA,LA VICTORIA,335
GIRARDOT,SIN VEREDA,LA ZULIA,12
GIRARDOT,SIN VEREDA,LAS QUINTAS,218
GIRARDOT,SIN VEREDA,MENESSES,343
GIRARDOT,SIN VEREDA,NUESTRA SEÑORA DEL CARMEN,265
GIRARDOT,SIN VEREDA,PARQUES BOCAS DEL BOGOTA,130
GIRARDOT,SIN VEREDA,PORTAL DEL PEÑON I,4
GIRARDOT,SIN VEREDA,PRIMERO DE ENERO,1110
GIRARDOT,SIN VEREDA,PUERTO MONTERO,1076
GIRARDOT,SIN VEREDA,SALSIPUEDES,352
GIRARDOT,SIN VEREDA,SAN FERNANDO,231
GIRARDOT,SIN VEREDA,SANTA ANA,1
GIRARDOT,SIN VEREDA,SANTA HELENA,769
GIRARDOT,SIN VEREDA,SANTANDER,345
GIRARDOT,SIN VEREDA,SENDEROS DE LAS ACACIAS,314
GIRARDOT,SIN VEREDA,SOLARIS,345
GIRARDOT,SIN VEREDA,SUCRE,173
GIRARDOT,SIN VEREDA,TALISMAN,388
GIRARDOT,SIN VEREDA,URBANIZACION VILLA CARMEN,20
GIRARDOT,SIN VEREDA,URBANIZACIÓN VILLA DEL RIÓ,4
GIRARDOT,SIN VEREDA,VALLE DEL SOL,657
GIRARDOT,SIN VEREDA,VILLA NUEVA,6
GIRARDOT,SIN VEREDA,VILLA OLARTE,278
GIRARDOT,SIN VEREDA,VILLAMPIS,114
GRANADA,"CEN.POBL, SAN JOSE",BARRIO_S4,1
GRANADA,EL RAMAL,BARRIO_S4,251
GRANADA,GUASIMAL,BARRIO_S4,459
GRANADA,SABANETA,BARRIO_S4,434
GRANADA,SAN JOSE BAJO,BARRIO_S4,440
GRANADA,SAN RAIMUNDO,BARRIO_S4,1085
GRANADA,SANTA HELENA,BARRIO_S4,157
GRANADA,SIN VEREDA,SAN PEDRO,208
GUACHETÁ,FALDA DE MOLINO,BARRIO_S4,288
GUACHETÁ,GACHETA ALTO,BARRIO_S4,54
GUACHETÁ,GACHETA EL CARMEN,BARRIO_S4,222
GUACHETÁ,LA PUNTICA,BARRIO_S4,365
GUACHETÁ,RABANAL,BARRIO_S4,86
GUACHETÁ,SAN ANTONIO,BARRIO_S4,274
GUACHETÁ,SIN VEREDA,CENTRO,2343
GUACHETÁ,SIN VEREDA,EL PORVENIR,948
GUACHETÁ,SIN VEREDA,VILLAS DE SAN JUAN,140
GUADUAS,ALTO DEL TRIGO,SIN BARRIO,65
GUADUAS,CAMPEONA,SIN BARRIO,197
GUADUAS,COCOLO Y MOLANO,SIN BARRIO,175
GUADUAS,CUATRO ESQUINAS,SIN BARRIO,50
GUADUAS,EL HATILLO,SIN BARRIO,388
GUADUAS,EL PALMAR,SIN BARRIO,120
GUADUAS,EL TRIGO,SIN BARRIO,316
GUADUAS,GUACAMAYAS,SIN BARRIO,204
GUADUAS,PIEDRAS NEGRAS,SIN BARRIO,77
GUADUAS,QUEBRADAGRANDE,SIN BARRIO,15
GUADUAS,RAIZAL Y CAJON,SIN BARRIO,763
GUADUAS,SAN JOSE,SIN BARRIO,71
FUNZA,SIN VEREDA,ALTOS DE GUALÍ I,1600
FUNZA,SIN VEREDA,ALTOS DEL GUALI V,1547
FUNZA,SIN VEREDA,AMACAF,13
FUNZA,SIN VEREDA,BELLISCA,2558
FUNZA,SIN VEREDA,CIUDAD JARDÍN,1218
FUNZA,SIN VEREDA,EL PORVENIR,3269
FUNZA,SIN VEREDA,EL PRADO,992
FUNZA,SIN VEREDA,HACIENDA LOS CABALLOS,244
FUNZA,SIN VEREDA,HACIENDA SAN ANDRÉS,221
FUNZA,SIN VEREDA,LA AURORA,2136
FUNZA,SIN VEREDA,LA FORTUNA,1095
FUNZA,SIN VEREDA,LOS SAUCES,275
FUNZA,SIN VEREDA,MADEIROS,87
FUNZA,SIN VEREDA,MEXICO,1287
FUNZA,SIN VEREDA,NUEVO MÉXICO (URBANIZACIÓN),283
FUNZA,SIN VEREDA,QUINTAS DE CELTA II,68
FUNZA,SIN VEREDA,QUINTAS DE CELTA III,34
FUNZA,SIN VEREDA,RECODO DE SAN ANDRÉS,363
FUNZA,SIN VEREDA,RENACER,211
FUNZA,SIN VEREDA,SAN ISIDRO,110
FUNZA,SIN VEREDA,SANTA TERESITA,2160
FUNZA,SIN VEREDA,SENDEROS DE FUNZA III,329
FUNZA,SIN VEREDA,SORRENTINO,5
FUNZA,SIN VEREDA,TISQUESUSA,241
FUNZA,SIN VEREDA,VALLE DEL ALBA (FUNZA AÑO 2000),24
FUNZA,SIN VEREDA,VILLA DE LOS ALPES,186
FUNZA,SIN VEREDA,VILLA MARY,325
FUNZA,SIN VEREDA,WAYRA,134
FÚQUENE,CHINZAQUE ,BARRIO_S4,725
FUSAGASUGÁ,NOVILLEROS		,BARRIO_S4,191
FUSAGASUGÁ,PALACIOS		,BARRIO_S4,216
FUSAGASUGÁ,PEKIN		,BARRIO_S4,1272
FUSAGASUGÁ,SARDINAS 		,BARRIO_S4,314
FUSAGASUGÁ,SIN VEREDA,  EL MANANTIAL,5
FUSAGASUGÁ,SIN VEREDA,  LA SULTANA,9
FUSAGASUGÁ,SIN VEREDA, 15 DE MAYO,135
FUSAGASUGÁ,SIN VEREDA, ANTIGUO PEKÍN,19
FUSAGASUGÁ,SIN VEREDA, BRISAS DE MIRAMONTE,2
FUSAGASUGÁ,SIN VEREDA, CAMINOS DE LLANO LARGO,9
FUSAGASUGÁ,SIN VEREDA, EL BOSQUE,1
FUSAGASUGÁ,SIN VEREDA, LA COLINA,3
FUSAGASUGÁ,SIN VEREDA, LA VILLA DE SIÓN,4
FUSAGASUGÁ,SIN VEREDA, LOS PINOS,17
FUSAGASUGÁ,SIN VEREDA, LOS ROSALES,13
FUSAGASUGÁ,SIN VEREDA, PARQUES DE OCCIDENTE,5
FUSAGASUGÁ,SIN VEREDA, PARQUES DE SEVILLA,1
FUSAGASUGÁ,SIN VEREDA, SANTA CECILIA,4
FUSAGASUGÁ,SIN VEREDA,ARANZAZU		,215
FUSAGASUGÁ,SIN VEREDA,ARMERITA		,96
FUSAGASUGÁ,SIN VEREDA,BALMORAL		,1784
FUSAGASUGÁ,SIN VEREDA,BONANZA		,217
FUSAGASUGÁ,SIN VEREDA,BONET		,124
FUSAGASUGÁ,SIN VEREDA,BOSQUE BONET		,250
FUSAGASUGÁ,SIN VEREDA,BUENA VISTA		,24
FUSAGASUGÁ,SIN VEREDA,CIUDAD JARDIN		,75
FUSAGASUGÁ,SIN VEREDA,CIUDADELA CONFENALCO		,356
FUSAGASUGÁ,SIN VEREDA,CIUDADELA COOTRANSFUSA,12
FUSAGASUGÁ,SIN VEREDA,DELICIAS		,413
FUSAGASUGÁ,SIN VEREDA,EMILIO SIERRA		,301
FUSAGASUGÁ,SIN VEREDA,FLORIDA		,1829
FUSAGASUGÁ,SIN VEREDA,INDEPENDENCIA		,1884
FUSAGASUGÁ,SIN VEREDA,LA VENTA		,670
FUSAGASUGÁ,SIN VEREDA,MANILA		,765
FUSAGASUGÁ,SIN VEREDA,MARSELLA		,408
FUSAGASUGÁ,SIN VEREDA,MONTE VERDE		,604
FUSAGASUGÁ,SIN VEREDA,NUEVA JEUSALEN 		,64
FUSAGASUGÁ,SIN VEREDA,PARAISO DE PEKIN 		,8
FUSAGASUGÁ,SIN VEREDA,PROGRESO		,1008
FUSAGASUGÁ,SIN VEREDA,SAN DIEGO NORTE 		,181
FUSAGASUGÁ,SIN VEREDA,SAN JORGE		,282
FUSAGASUGÁ,SIN VEREDA,SAN MATEO 		,200
FUSAGASUGÁ,SIN VEREDA,SANTA BARBARA 		,744
FUSAGASUGÁ,SIN VEREDA,SANTA HELENA,1
FUSAGASUGÁ,SIN VEREDA,SANTA MARIA DE LOS ANGELES 		,429
FUSAGASUGÁ,SIN VEREDA,SANTO DOMINGO 		,44
FUSAGASUGÁ,SIN VEREDA,SIBONEY 2000,3
FUSAGASUGÁ,SIN VEREDA,TIERRA GRATA		,27
FUSAGASUGÁ,SIN VEREDA,URBANIZACION ROBLES		,723
FUSAGASUGÁ,SIN VEREDA,VILLA CLARA 		,228
FUSAGASUGÁ,USATHAMA	 ,BARRIO_S4,120
GACHALÁ,CENTRO RURAL ,BARRIO_S4,24
GACHALÁ,GUACAMAYAS,BARRIO_S4,63
FUNZA,SIN VEREDA,SAN SEBASTIÁN,100
FUNZA,SIN VEREDA,SENDEROS DE FUNZA I,523
FUNZA,SIN VEREDA,SERREZUELITA,4997
FUNZA,SIN VEREDA,SIETE TROJES,2149
FUNZA,SIN VEREDA,VILLA ADRIANA,672
FUNZA,SIN VEREDA,VILLA PAOLA,1820
FUNZA,SIN VEREDA,VILLAS DEL TRÉBOL,303
FÚQUENE,TARAVITA ,BARRIO_S4,1931
FUSAGASUGÁ,AGUADITA		,BARRIO_S4,238
FUSAGASUGÁ,BERMEJAL		,BARRIO_S4,198
FUSAGASUGÁ,BOSACHOQUE		,BARRIO_S4,350
FUSAGASUGÁ,CARMEN		,BARRIO_S4,205
FUSAGASUGÁ,EL PLACER		,BARRIO_S4,420
FUSAGASUGÁ,EL TRIUNFO BOQUERON ,BARRIO_S4,317
FUSAGASUGÁ,GUAYABAL		,BARRIO_S4,415
FUSAGASUGÁ,LA VENTA		,BARRIO_S4,37
FUSAGASUGÁ,SAUCES 		,BARRIO_S4,617
FUSAGASUGÁ,SIN VEREDA,  CARACOLÍ,4
FUSAGASUGÁ,SIN VEREDA,  EL CARIBE,1
FUSAGASUGÁ,SIN VEREDA,  LA ABADÍA DE SAN JORGE,8
FUSAGASUGÁ,SIN VEREDA, ALTOS DEL PRADO,12
FUSAGASUGÁ,SIN VEREDA, CÁMBULOS I,48
FUSAGASUGÁ,SIN VEREDA, CIUDALCAMPO,6
FUSAGASUGÁ,SIN VEREDA," CONTIGO, CON TODO",1427
FUSAGASUGÁ,SIN VEREDA, ECOCIUDADELA MONTEARROYO,36
FUSAGASUGÁ,SIN VEREDA, EL ENCANTO,97
FUSAGASUGÁ,SIN VEREDA, EL PORTAL,2
FUSAGASUGÁ,SIN VEREDA, EL VERGEL,101
FUSAGASUGÁ,SIN VEREDA, LLANO GRANDE,309
FUSAGASUGÁ,SIN VEREDA, LOMALINDA,5
FUSAGASUGÁ,SIN VEREDA, MULTIFAMILIARES LLANO GRANDE,57
