ID,Distance,Elevation
102,2442.990211981746,3216.310865160389
103,2467.1782338825556,3215.2898745325174
104,2491.366255783365,3214.635673441268
105,2515.5542776841744,3215.0759749557437
106,2539.742299584984,3215.135462651178
107,2563.930321485793,3214.6812255259892
108,2588.118343386602,3214.5508516487935
109,2612.306365287412,3214.449445874461
110,2636.4943871882215,3214.606506045492
111,2660.682409089031,3214.7680944452627
112,2684.87043098984,3214.4959892219413
113,2709.0584528906493,3214.2963735626645
114,2733.2464747914587,3213.7393018459125
115,2757.434496692268,3213.5135990995477
116,2781.6225185930775,3213.9926480923978
117,2805.810540493887,3213.879667916718
118,2829.9985623946964,3213.7865938066248
119,2854.1865842955053,3213.8662094272563
120,2878.3746061963147,3213.648113243871
121,2902.562628097124,3213.376717461034
122,2926.7506499979336,3212.8724592908375
123,2950.938671898743,3212.5140946058536
124,2975.1266937995524,3212.919902867779
125,2999.314715700362,3212.745643279023
126,3023.5027376011712,3212.247423563167
127,3047.6907595019807,3211.952137607546
128,3071.87878140279,3211.751940496606
129,3096.0668033035995,3211.3968205738756
130,3120.2548252044085,3211.542148407387
131,3144.442847105218,3211.6335363833077
132,3168.6308690060273,3211.8721446265836
133,3192.8188909068367,3212.3440966895314
134,3217.006912807646,3211.107772876744
135,3241.1949347084555,3210.5589602136133
136,3265.382956609265,3210.2714355334006
137,3289.570978510074,3210.2863826024673
138,3313.7590004108833,3209.937656208793
139,3337.9470223116928,3210.0988458636816
140,3362.135044212502,3210.3103605940087
141,3386.3230661133116,3209.6994992086047
142,3410.511088014121,3210.5698974645893
143,3434.69910991493,3210.520557019143
144,3458.8871318157394,3210.467806648831
145,3483.075153716549,3210.5001703078383
146,3507.2631756173582,3211.099223407843
147,3531.4511975181676,3209.5600977681097
148,3555.639219418977,3209.04305371962
149,3579.8272413197865,3212.326245395567
150,3604.0152632205964,3212.715575733594
151,3628.2032851214058,3210.55936490677
152,3652.391307022215,3209.997346593357
153,3676.579328923024,3208.1701416941073
154,3700.7673508238336,3208.386266172688
155,3724.955372724643,3207.0725555628196
156,3749.1433946254524,3206.8467730757347
157,3773.331416526262,3206.6811028137413
158,3797.5194384270712,3206.47524627006
159,3821.7074603278807,3206.1793236794288
160,3845.8954822286896,3205.766983945611
161,3870.083504129499,3205.804855910107
162,3894.2715260303085,3205.5065355639226
163,3918.459547931118,3205.1598078440556
164,3942.6475698319273,3205.053988693943
165,3966.8355917327367,3204.8135339605597
166,3991.023613633546,3204.7262397184477
167,4015.211635534355,3204.944365346855
168,4039.3996574351645,3204.401717533812
169,4063.587679335974,3204.4492496860685
170,4087.7757012367833,3204.8978920727645
171,4111.963723137593,3205.378253115263
172,4136.151745038402,3205.9294443666745
173,4160.339766939212,3206.107911709399
174,4184.527788840021,3205.5220922102344
175,4208.71581074083,3204.683922543298
176,4232.903832641639,3203.914909845845
177,4257.091854542448,3203.344206770641
178,4281.279876443258,3203.3607586878948
179,4305.467898344067,3203.7147464585214
180,4329.655920244877,3203.726392390354
181,4353.843942145686,3203.5785967997144
182,4378.031964046496,3203.5132188992648
183,4402.219985947306,3204.0407790345635
184,4426.408007848115,3204.3241339441497
185,4450.596029748925,3204.133186201367
186,4474.784051649734,3204.0787411098386
187,4498.9720735505425,3204.113653350635
188,4523.160095451352,3204.0405842137693
189,4547.348117352161,3203.904947915734
190,4571.536139252971,3202.7389131841055
191,4595.72416115378,3204.333097630338
192,4619.91218305459,3204.239223561107
193,4644.100204955399,3204.0574812154073
194,4668.288226856208,3204.0659782806424
195,4692.476248757018,3203.2974811154904
196,4716.664270657827,3203.583558136615
197,4740.852292558637,3204.003091515837
198,4765.040314459446,3203.759695583937
199,4789.228336360255,3202.3125777976375
200,4813.4163582610645,3201.6397206448455
201,4837.604380161873,3201.827904569179
202,4861.792402062683,3201.6751088979404
203,4885.980423963492,3201.6163106310732
204,4910.168445864302,3201.842520074455
205,4934.356467765111,3202.0647813450255
206,4958.54448966592,3201.029881311183
207,4982.73251156673,3200.4277362803923
208,4995.548782283605,3200.0360281116214
209,5006.920533467539,3200.005181931053
210,5031.108555368349,3200.1250515140214
211,5055.296577269158,3199.7458479938537
212,5079.484599169968,3199.4741176826683
213,5103.672621070777,3199.459725949544
214,5127.860642971586,3199.7949635267205
215,5152.048664872395,3199.783095846623
216,5176.236686773204,3199.917806199932
217,5200.424708674014,3200.364659384618
218,5224.612730574824,3199.8197622012754
219,5248.800752475633,3199.362005373331
220,5272.988774376443,3200.1958002710912
221,5297.176796277252,3199.9512203095887
222,5321.364818178062,3199.405111324839
223,5345.552840078871,3199.8286374020454
224,5369.74086197968,3199.4665107474616
225,5393.92888388049,3198.945581900623
226,5418.116905781299,3198.933225462817
227,5442.304927682108,3199.629742413002
228,5466.492949582917,3199.5318555800905
229,5490.680971483727,3199.057860574103
230,5514.868993384536,3198.8717724173916
231,5539.057015285345,3198.554513663967
232,5563.245037186155,3198.341487830237
233,5587.433059086964,3198.1682377525913
234,5611.621080987774,3198.23582487432
235,5635.809102888583,3198.1455511622507
236,5659.997124789393,3198.1632317835197
237,5684.185146690202,3198.091452912199
238,5708.373168591011,3197.9680058167864
239,5732.5611904918205,3197.84017621443
240,5756.7492123926295,3197.845581867863
241,5780.937234293439,3197.8958367228806
242,5805.125256194248,3197.7812780710183
243,5829.313278095057,3197.813798699618
244,5853.501299995867,3197.6314440924884
245,5877.689321896676,3197.699107937644
246,5901.877343797486,3197.6988702536714
247,5926.065365698295,3197.898784451085
248,5950.253387599105,3197.6025729573903
249,5974.441409499914,3197.372543904883
250,5998.629431400724,3197.005865382815
251,6022.8174533015335,3197.2500929382263
252,6047.0054752023425,3197.35824603359
253,6071.1934971031515,3197.3503648553274
254,6095.381519003961,3197.493256279355
255,6119.56954090477,3197.317203726233
256,6143.75756280558,3197.2414199950927
257,6167.945584706389,3198.9320600367387
258,6192.133606607199,3201.4069452509907
259,6216.321628508008,3202.920499215149
260,6240.509650408817,3202.047412002758
261,6264.697672309627,3202.8230882018033
262,6288.885694210436,3200.2491862467805
263,6313.073716111246,3199.6122711494277
264,6337.261738012055,3199.553182984413
265,6361.4497599128645,3198.270278563005
266,6385.637781813673,3197.748972664848
267,6409.825803714483,3196.649889436325
268,6434.013825615292,3195.999381765365
269,6458.201847516102,3195.943798399884
270,6482.389869416911,3195.7157959059687
271,6506.577891317721,3195.7246990010417
272,6530.76591321853,3195.7422432767694
273,6554.95393511934,3195.642322132289
274,6579.141957020148,3195.965208790981
275,6603.329978920959,3196.0998352300962
276,6627.518000821767,3195.5639129740853
277,6651.706022722577,3195.4370715667683
278,6675.8940446233855,3195.5295792466027
279,6700.082066524195,3196.394934323629
280,6724.270088425004,3196.94941039922
281,6748.458110325814,3196.735928517196
282,6772.646132226623,3196.4778506440834
283,6796.834154127433,3196.738215404714
284,6821.022176028242,3198.397628561126
285,6845.210197929052,3198.855893156535
286,6869.39821982986,3198.587745904789
287,6893.586241730671,3199.512457826321
288,6917.774263631479,3200.726445666191
289,6941.96228553229,3201.798953473307
290,6966.150307433098,3201.2671104792184
291,6990.3383293339075,3198.6699743389863
292,7014.5263512347165,3197.158053340311
293,7038.714373135526,3197.738880688358
294,7062.902395036335,3197.692385427003
295,7087.090416937145,3197.5872841257415
296,7111.278438837954,3200.3809115174317
297,7135.466460738764,3199.3281770152266
298,7159.654482639573,3196.8161573794655
299,7183.842504540383,3197.9674898627572
300,7208.030526441193,3197.1045556342565
301,7232.218548342002,3194.9749434087435
302,7256.4065702428115,3192.742659992761
303,7280.59459214362,3193.3512712478096
304,7304.78261404443,3191.1297606578173
305,7328.970635945238,3189.239227204893
306,7353.158657846048,3188.438752862642
307,7377.346679746857,3187.7166674359532
308,7401.534701647667,3187.8435574292052
309,7425.722723548476,3188.0577637158713
310,7449.910745449286,3188.3941941137678
311,7474.098767350095,3187.4631292606928
312,7498.286789250905,3184.6111828538546
313,7522.474811151714,3183.25485993942
314,7546.662833052524,3183.3879066085947
315,7570.850854953333,3181.187141227756
316,7595.0388768541425,3180.56704876317
317,7619.2268987549505,3178.944793291005
318,7643.414920655761,3176.228717116375
319,7667.602942556569,3175.888577886844
320,7691.790964457379,3174.803033262918
321,7715.978986358188,3172.8460488831342
322,7740.167008258998,3170.7684568026525
323,7764.355030159807,3170.067331971078
324,7788.543052060617,3170.529162805926
325,7812.731073961426,3168.8114954522453
326,7836.919095862236,3166.924895544001
327,7861.107117763045,3167.516943760271
328,7885.295139663855,3167.4084492840025
329,7909.483161564663,3166.5426859582044
330,7933.671183465473,3165.209189923777
331,7957.8592053662815,3165.151178723271
332,7982.047227267092,3164.711600680553
333,8006.235249167902,3162.4272827119175
334,8030.42327106871,3161.1958477578555
335,8054.611292969521,3161.242405937464
336,8078.799314870329,3163.989381730578
337,8102.987336771139,3158.502206542136
338,8127.175358671948,3156.2479058585154
339,8151.363380572758,3157.6955752642734
340,8175.551402473567,3157.026738274648
341,8199.739424374377,3156.1530070870235
342,8223.927446275186,3158.1464680330964
343,8248.115468175994,3159.4118110772397
344,8272.303490076803,3158.7486285916593
345,8296.491511977614,3158.162886287586
346,8320.679533878423,3153.2759397232617
347,8344.867555779232,3149.7048033697356
348,8369.055577680041,3148.35195109249
349,8393.243599580852,3141.411263060373
350,8417.43162148166,3135.2810450158327
351,8441.61964338247,3133.8187660801314
352,8465.807665283279,3131.9994726249624
353,8489.99568718409,3129.083247207479
354,8514.183709084897,3125.988106906585
355,8538.371730985707,3123.195024432981
356,8562.559752886516,3121.067515490952
357,8586.747774787325,3118.5256644056026
358,8610.935796688134,3117.408609278528
359,8635.123818588945,3115.8106084693723
360,8659.311840489754,3113.354208778831
361,8683.499862390563,3108.783093297408
362,8707.687884291372,3106.8257862222963
363,8731.875906192183,3104.914253011658
364,8756.063928092992,3102.1815528990123
365,8780.2519499938,3098.6108222485154
366,8804.439971894612,3095.8627444108583
367,8828.62799379542,3094.607229472106
368,8852.81601569623,3093.345951454504
369,8877.004037597038,3092.294121811763
370,8901.19205949785,3090.137598131403
371,8925.380081398656,3087.0171422114186
372,8949.568103299467,3084.397189819398
373,8973.756125200276,3083.09082163941
374,8997.944147101085,3083.411787177802
375,9022.132169001894,3082.3723242776305
376,9046.320190902705,3080.066627392552
377,9070.508212803514,3078.6402129809
378,9094.696234704323,3076.2844596885516
379,9118.884256605132,3074.0347548014324
380,9143.072278505942,3074.7785325408513
381,9167.260300406751,3076.4629236479286
382,9191.44832230756,3074.2881001442556
383,9215.63634420837,3070.700095029448
384,9239.82436610918,3068.2934061414812
385,9264.012388009987,3067.7981055986684
386,9288.200409910798,3066.6036694872937
387,9312.388431811607,3064.094954029689
388,9336.576453712416,3063.20168584942
389,9360.764475613225,3062.766165044283
390,9384.952497514036,3062.004810667582
391,9409.140519414845,3060.596326584604
392,9433.328541315654,3058.734593815062
393,9457.516563216463,3057.5160681050374
394,9481.704585117273,3057.2418625415335
395,9505.89260701808,3054.383799506155
396,9530.080628918891,3052.360555928987
397,9554.2686508197,3049.8288019981296
398,9578.45667272051,3047.8620331094553
399,9602.64469462132,3046.179723346662
400,9626.832716522129,3044.3225840869386
401,9651.02073842294,3043.0193393483796
402,9675.208760323747,3041.054818994743
403,9699.396782224558,3039.2959132246465
404,9723.584804125367,3038.735427020332
405,9747.772826026176,3039.837890017258
406,9771.960847926985,3040.020913311957
407,9796.148869827795,3038.586364288092
408,9820.336891728604,3035.8465186182293
409,9844.524913629413,3033.295222469408
410,9868.712935530222,3030.4880546376717
411,9892.900957431033,3028.6118754162926
412,9917.08897933184,3026.1474434664788
413,9941.277001232651,3023.439366679422
414,9965.46502313346,3023.0726737049617
415,9989.653045034269,3024.0116881678123
416,10008.316151468654,3025.502569240144
417,10013.841066935078,3026.097628731658
418,10038.029088835889,3026.191048176752
419,10062.217110736698,3021.7568301158053
420,10086.405132637507,3018.6173785341116
421,10110.593154538316,3016.7743207866583
422,10134.781176439126,3014.7225272668475
423,10158.969198339935,3012.218915597865
424,10183.157220240744,3011.050201217351
425,10207.345242141553,3011.711682163788
426,10231.533264042364,3010.7561952303677
427,10255.721285943171,3008.3597554047033
428,10279.909307843982,3006.1910118832584
429,10304.09732974479,3004.834882806927
430,10328.2853516456,3003.4643528223187
431,10352.473373546409,3001.8513427919706
432,10376.66139544722,3000.4463084524036
433,10400.849417348029,2999.5610737968345
434,10425.037439248837,2998.989721970624
435,10449.225461149648,2997.758555052116
436,10473.413483050457,2996.122992647883
437,10497.601504951266,2994.637083292486
438,10521.789526852075,2997.527344086513
439,10545.977548752886,2998.762469342577
440,10570.165570653695,2996.124188572585
441,10594.353592554504,2994.499767224632
442,10618.541614455313,2993.107974857467
443,10642.729636356124,2991.9544131692473
444,10666.91765825693,2990.556961332485
445,10691.105680157742,2989.702225566222
446,10715.29370205855,2987.5936889389504
447,10739.48172395936,2985.08835373953
448,10763.669745860168,2981.9588730202368
449,10787.85776776098,2981.395835289873
450,10812.045789661788,2980.7791789130415
451,10836.233811562597,2978.7217292725354
452,10860.421833463406,2975.614370971457
453,10884.609855364217,2973.7051873197915
454,10908.797877265026,2972.456281949399
455,10932.985899165835,2971.009839757597
456,10957.173921066644,2968.972380165682
457,10981.361942967455,2970.218203543176
458,11005.549964868262,2971.4513306557647
459,11029.737986769072,2969.235222608138
460,11053.926008669881,2966.4363448704403
461,11078.11403057069,2965.716966307523
462,11102.3020524715,2966.678257281307
463,11126.49007437231,2965.791621851455
464,11150.678096273119,2965.144613886576
465,11174.866118173928,2964.1433657368143
466,11199.054140074739,2963.413649973939
467,11223.242161975548,2961.690235482538
468,11247.430183876357,2960.3866776201844
469,11271.618205777166,2958.3212477237485
470,11295.806227677976,2957.413252456312
471,11319.994249578785,2957.22321959687
472,11344.182271479594,2957.124877301606
473,11368.370293380403,2956.5920829046386
474,11392.558315281214,2956.270390555709
475,11416.746337182021,2955.4976627845344
476,11440.934359082832,2954.2935419437426
477,11465.122380983641,2953.8923909610485
478,11489.31040288445,2951.6339096426495
479,11513.498424785259,2950.418304006117
480,11537.68644668607,2950.0044802127913
481,11561.874468586879,2949.155996795584
482,11586.062490487688,2951.0135738376666
483,11610.250512388497,2952.2246225965328
484,11634.438534289307,2950.64316411243
485,11658.626556190115,2947.905620893618
486,11682.814578090925,2946.6621958799647
487,11707.002599991734,2946.144767782771
488,11731.190621892545,2944.8305285881006
489,11755.378643793352,2943.7847909380644
490,11779.566665694163,2943.197973719687
491,11803.754687594972,2941.4720089133766
492,11827.942709495781,2940.8443683769956
493,11852.13073139659,2941.25078911375
494,11876.3187532974,2940.7992302130046
495,11900.50677519821,2939.94325282517
496,11924.694797099019,2939.025606483546
497,11948.882818999828,2937.5262825973455
498,11973.070840900638,2937.9707687945856
499,11997.258862801447,2937.9378906788947
500,12021.446884702256,2936.2962104389844
501,12045.634906603067,2937.0816643741687
502,12069.822928503874,2938.2849851399133
503,12094.010950404685,2939.099945785029
504,12118.198972305494,2936.9893161455457
505,12142.386994206303,2935.6365099272507
506,12166.575016107112,2935.0983892464874
507,12190.763038007923,2935.847128574881
508,12214.951059908732,2936.2729239767077
509,12239.13908180954,2935.8372706968307
510,12263.32710371035,2935.804481522216
511,12287.51512561116,2934.2189297480254
512,12311.70314751197,2934.0585879450855
513,12335.891169412778,2933.644728725256
514,12360.079191313587,2934.7288376105907
515,12384.267213214398,2934.5172845587867
516,12408.455235115205,2934.680760386408
517,12432.643257016016,2934.8605598145377
518,12456.831278916825,2935.1443785847027
519,12481.019300817634,2934.4560344703477
520,12505.207322718443,2933.3912688481787
521,12529.395344619254,2931.976161404126
522,12553.583366520063,2930.27131842029
523,12577.771388420872,2929.119377705771
524,12601.95941032168,2929.1911008333827
525,12626.147432222491,2927.744539711909
526,12650.3354541233,2926.5966032287815
527,12674.52347602411,2927.042698187455
528,12698.711497924918,2927.7029399453536
529,12722.899519825729,2928.1750371386775
530,12747.087541726536,2927.9901497720048
531,12771.275563627347,2926.7468680600496
532,12795.463585528158,2924.702242567487
533,12819.651607428967,2921.5729373230242
534,12843.839629329774,2918.883084862258
535,12868.027651230585,2915.463756037576
536,12892.215673131393,2910.0991930666805
537,12916.403695032204,2908.3051544927703
538,12940.591716933011,2908.394885170538
539,12964.779738833822,2905.619490806635
540,12988.967760734631,2906.64150635124
541,13013.155782635442,2903.9701626209426
542,13037.343804536249,2902.782658839
543,13061.53182643706,2901.963928525278
544,13085.719848337869,2902.3053046984164
545,13109.90787023868,2902.4445914149455
546,13134.095892139487,2900.319791261966
547,13158.283914040296,2898.8598199518005
548,13182.471935941106,2896.4191160623477
549,13206.659957841917,2894.2250559265813
550,13230.847979742724,2891.6359538486504
551,13255.036001643533,2891.389012905351
552,13279.224023544344,2890.598943643903
553,13303.412045445153,2889.0647156793766
554,13327.60006734596,2886.655993335723
555,13351.788089246771,2884.41375655711
556,13375.976111147582,2884.268393540655
557,13400.16413304839,2884.814851249062
558,13424.352154949198,2880.759329230623
559,13448.540176850009,2877.722468843718
560,13472.72819875082,2875.673001485886
561,13496.916220651628,2875.866414990288
562,13521.104242552436,2872.4277671534323
563,13545.292264453246,2870.205147061014
564,13569.480286354055,2869.313069156836
565,13593.668308254866,2867.6244028554943
566,13617.856330155677,2866.3728790715213
567,13642.044352056484,2866.4450159421417
568,13666.232373957293,2864.292449979407
569,13690.420395858104,2864.0349369015403
570,13714.608417758913,2862.229674182033
571,13738.79643965972,2861.070158070693
572,13762.98446156053,2859.531068945852
573,13787.172483461341,2854.9837934141124
574,13811.36050536215,2852.8513597938436
575,13835.548527262958,2851.1290296371462
576,13859.736549163768,2849.305844134694
577,13883.92457106458,2848.0290199216133
578,13908.112592965388,2849.63324699868
579,13932.300614866195,2851.065780412065
580,13956.488636767006,2850.1655949881224
581,13980.676658667815,2847.284761866992
582,14004.864680568626,2842.840842264826
583,14029.052702469433,2839.897655161624
584,14053.240724370244,2840.012127966423
585,14077.428746271053,2839.014431763545
586,14101.616768171863,2837.8397837150565
587,14125.80479007267,2835.3720398157297
588,14149.99281197348,2834.2633600214076
589,14174.18083387429,2835.5897519348337
590,14198.368855775101,2836.8835485219206
591,14222.556877675908,2833.551508087276
592,14246.744899576717,2831.70841158832
593,14270.932921477528,2827.6138037449564
594,14295.120943378339,2823.7573269930745
595,14319.308965279146,2823.2325614506185
596,14343.496987179955,2822.0735331208807
597,14367.685009080766,2819.6793213194424
598,14391.873030981575,2818.261787334337
599,14416.061052882385,2817.3204922394425
600,14440.249074783193,2816.2400912873295
601,14464.437096684003,2815.193683370406
602,14488.625118584812,2812.9697629271236
603,14512.813140485623,2811.614212498345
604,14537.00116238643,2813.6848896586216
605,14561.18918428724,2813.907172477504
606,14585.37720618805,2812.438397973082
607,14609.56522808886,2813.7935433526436
608,14633.753249989668,2812.640903714108
609,14657.941271890477,2810.6818655036013
610,14682.129293791288,2807.2040148610254
611,14706.317315692097,2808.8322241518185
612,14730.505337592906,2805.4675359859207
613,14754.693359493715,2802.3778485215644
614,14778.881381394525,2800.350150586537
615,14803.069403295334,2798.36959296785
616,14827.257425196141,2798.1701005840973
617,14851.445447096952,2797.25612941708
618,14875.633468997763,2794.5176559783577
619,14899.821490898572,2791.7245583751633
620,14924.009512799379,2789.5269363606194
621,14948.19753470019,2789.795820549392
622,14972.385556600999,2788.461075454994
623,14996.57357850181,2787.9277640440946
624,15003.265748494885,2787.345452288745
625,15020.761600402617,2786.0989688422574
626,15044.949622303428,2785.437583752673
627,15069.137644204236,2789.0548639879553
628,15093.325666105047,2789.2197862296207
629,15117.513688005854,2788.6547532244454
630,15141.701709906665,2787.9496930940168
631,15165.889731807474,2786.3236220711465
632,15190.077753708285,2783.3117853997755
633,15214.265775609094,2782.4454314447885
634,15238.453797509901,2782.131981638022
635,15262.641819410712,2780.8659600935757
636,15286.829841311523,2779.904982290529
637,15311.017863212332,2778.175834837157
638,15335.205885113139,2777.3934108052454
639,15359.39390701395,2776.871148346954
640,15383.581928914758,2776.6523109142477
641,15407.76995081557,2778.2475884969517
642,15431.957972716376,2781.1636369604375
643,15456.145994617187,2779.530525230558
644,15480.334016517996,2775.6293351040053
645,15504.522038418807,2774.2050350025465
646,15528.710060319614,2773.232252223093
647,15552.898082220425,2772.5197752714203
648,15577.086104121234,2771.878733138639
649,15601.274126022045,2770.942335891279
650,15625.462147922852,2769.7653480231656
651,15649.65016982366,2768.8999133575508
652,15673.838191724471,2768.3165191474836
653,15698.026213625282,2767.9521879096715
654,15722.21423552609,2766.7055506716065
655,15746.402257426898,2768.0080786157323
656,15770.59027932771,2767.898218784396
657,15794.778301228518,2766.896279054305
658,15818.966323129325,2766.741508379936
659,15843.154345030136,2765.832355207921
660,15867.342366930947,2764.253720872422
661,15891.530388831756,2764.270789280561
662,15915.718410732563,2766.740328706051
663,15939.906432633374,2767.1868692968887
664,15964.094454534184,2764.7143669835464
665,15988.282476434993,2763.882261386714
666,16012.470498335804,2763.7536620747132
667,16036.658520236611,2763.273940864657
668,16060.84654213742,2761.7946090162804
669,16085.034564038231,2761.7139423396034
670,16109.222585939042,2762.315974266071
671,16133.410607839849,2764.16061376271
672,16157.598629740658,2764.2912688644765
673,16181.786651641469,2764.084062058385
674,16205.974673542278,2763.6690428380653
675,16230.162695443085,2762.0277259141562
676,16254.350717343896,2759.5417233054136
677,16278.538739244706,2757.2459963555684
678,16302.726761145515,2753.3294820608544
679,16326.914783046323,2752.859475825823
680,16351.102804947133,2752.4730796238746
681,16375.290826847942,2750.71075912716
682,16399.478848748753,2746.361465046416
683,16423.666870649562,2742.1673055693363
684,16447.85489255037,2741.694380095295
685,16472.04291445118,2740.0774316302004
686,16496.23093635199,2738.745006032295
687,16520.418958252798,2737.1911161742905
688,16544.606980153607,2736.6209039130504
689,16568.79500205442,2735.1957928913093
690,16592.98302395523,2733.900815050377
691,16617.171045856034,2735.1937248326694
692,16641.359067756846,2736.188159360435
693,16665.547089657655,2731.9773133783465
694,16689.735111558464,2730.6838610726504
695,16713.923133459273,2728.3162641485533
696,16738.111155360082,2725.168807518537
697,16762.29917726089,2723.9856317247927
698,16786.487199161704,2720.6723919773463
699,16810.675221062513,2719.6973503756326
700,16834.86324296332,2718.8298598739793
701,16859.05126486413,2717.9667641192345
702,16883.23928676494,2718.1684459970493
703,16907.42730866575,2717.807262573602
704,16931.615330566558,2716.705705070671
705,16955.803352467366,2715.397574436751
706,16979.99137436818,2714.1018105804255
707,17004.179396268988,2712.2450402863346
708,17028.367418169793,2710.351791421228
709,17052.555440070606,2709.8768577573956
710,17076.743461971415,2709.4452143889994
711,17100.931483872224,2709.1628639143046
712,17125.119505773033,2708.386162745669
713,17149.307527673842,2708.6649441541463
714,17173.49554957465,2708.9582300415054
715,17197.683571475463,2708.7064179978
716,17221.87159337627,2707.41518250792
717,17246.05961527708,2705.85103045474
718,17270.24763717789,2705.3123211791335
719,17294.4356590787,2705.4610462365695
720,17318.62368097951,2706.0821492716764
721,17342.811702880317,2706.6498539757044
722,17366.999724781126,2707.13905716894
723,17391.18774668194,2706.7668117111625
724,17415.375768582744,2706.207159706125
725,17439.563790483553,2706.9865180043857
726,17463.751812384366,2706.9847625703646
727,17487.939834285175,2706.5246950211827
728,17512.127856185984,2704.8831598553465
729,17536.315878086793,2703.998778081373
730,17560.5038999876,2706.984663039458
731,17584.69192188841,2702.2710853376775
732,17608.879943789223,2700.61832027199
733,17633.06796569003,2700.1637307535175
734,17657.25598759084,2701.8891710480543
735,17681.44400949165,2706.4019936095056
736,17705.63203139246,2712.497581064292
737,17729.820053293268,2714.893966017047
738,17754.008075194077,2714.580007608399
739,17778.196097094886,2710.4803723691857
740,17802.3841189957,2705.873048962441
741,17826.572140896504,2706.0794197323135
742,17850.760162797313,2702.838794086055
743,17874.948184698125,2699.8419272798697
744,17899.136206598934,2698.084081022891
745,17923.324228499743,2697.08583370814
746,17947.512250400552,2695.5978307615405
747,17971.70027230136,2694.785184816975
748,17995.88829420217,2694.971516025863
749,18020.07631610298,2695.6772888858472
750,18044.264338003788,2694.8072443422006
